"Categoria";"Decorrenza";"Scadenza";"Stato File";"Anno Scadenza";"Anno Stipula";"Tipologia";"Anno Decorrenza";"Codice CCNL";"Stipula";"Ultimo vigente";
"SANITA': Comparto Pubblico Area Medica - Dirigenti";"01/01/2000";"31/12/2001";"C";"2001";"2000";"Economico 2. biennio";"2000";"S222001";"08/06/2000";"";
"SANITA': Comparto Pubblico Area non Medica - Dirigenti";"01/01/1998";"31/12/2001";"C";"2001";"2000";"Testo definitivo";"1998";"S232000";"08/06/2000";"";
"SANITA': Comparto Pubblico Area non Medica - Dirigenti";"01/01/2000";"31/12/2001";"C";"2001";"2000";"Economico 2. biennio";"2000";"S232001";"08/06/2000";"";
"SERVIZI SOCIO-ASSISTENZIALI: Cooperative";"01/01/1998";"31/12/2001";"C";"2001";"2000";"Accordo di rinnovo";"1998";"T151000";"08/06/2000";"";
"SERVIZI SOCIO-ASSISTENZIALI: Cooperative";"01/01/1998";"31/12/2001";"C";"2001";"2000";"Testo definitivo";"1998";"T151001";"08/06/2000";"";
"TURISMO - CISAL (fino a 14 dipendenti)";"01/06/2001";"31/05/2005";"C";"2005";"2001";"Testo definitivo";"2001";"H055010";"08/06/2001";"";
"TURISMO - CISAL (da 15 a 50 dipendenti)";"01/06/2001";"31/05/2005";"C";"2005";"2001";"Testo definitivo";"2001";"H056010";"08/06/2001";"";
"TURISMO - CISAL (da 51 dipendenti in poi)";"01/06/2001";"31/05/2005";"C";"2005";"2001";"Testo definitivo";"2001";"H057010";"08/06/2001";"";
"ALIMENTARISTI (CNAI-CISAL)";"01/06/2001";"30/05/2005";"C";"2005";"2001";"Testo definitivo";"2001";"E019010";"08/06/2001";"SI";
"PENNE SPAZZOLE ... : Industrie";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Accordo di rinnovo";"2004";"D241040";"08/06/2004";"";
"PENNE SPAZZOLE ... : Industrie";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Testo definitivo";"2004";"D241041";"08/06/2004";"";
"AGENZIE FISCALI";"01/01/2004";"31/12/2005";"C";"2005";"2006";"Economico 2. biennio";"2004";"S431060";"08/06/2006";"";
"PULIZIA: Imprese";"";"";"C";"";"2007";"Verbale Integrativo";"";"K511070";"08/06/2007";"";
"SERVIZI ASSISTENZIALI: Personale AIAS";"01/01/2006";"31/12/2009";"C";"2009";"2009";"Accordo di rinnovo";"2006";"T161";"08/06/2009";"";
"CONSORZI AGRARI: Dirigenti";"";"";"C";"";"1992";"Verbale integrativo";"";"A151920";"08/07/1992";"";
"PARRUCCHIERI: Artigiane";"01/01/1996";"31/12/1999";"C";"1999";"1996";"Testo definitivo";"1996";"H515960";"08/07/1996";"";
"ACQUEDOTTI PRIVATI";"01/10/1995";"30/09/1999";"C";"1999";"1996";"Testo definitivo";"1995";"K151960";"08/07/1996";"";
"ENTI LOCALI - REGIONI";"";"";"C";"";"1998";"Verbale integrativo";"";"S101981";"08/07/1998";"";
"ORAFI  ARGENTIERI: Industrie";"01/01/2002";"31/12/2003";"C";"2003";"2002";"Economico 2. biennio";"2002";"C021020";"08/07/2002";"";
"METALMECCANICA: Cooperative";"01/06/2003";"31/12/2006";"C";"2006";"2003";"Accordo di rinnovo";"2003";"C016030";"08/07/2003";"";
"ISTITUTI SOCIO-SANITARI-ASSISTENZIALI (AGIDAE)";"01/01/2002";"31/12/2005";"C";"2005";"2003";"Testo definitivo";"2002";"T111030";"08/07/2003";"";
"EDILI: P.M.I. Artigiane - UGL";"01/05/2004";"31/12/2007";"C";"2007";"2004";"Testo definitivo";"2004";"F01B040";"08/07/2004";"";
"TESSILI ABBIGLIAMENTO: P.M.I.";"01/04/2008";"31/03/2012";"C";"2012";"2008";"Accordo di rinnovo";"2008";"D018";"08/07/2008";"SI";
"TERZIARIO E SERVIZI: Aziende e Cooperative";"08/07/2009";"07/07/2012";"I";"2012";"2009";"Testo definitivo";"2009";"H044";"08/07/2009";"SI";
"AEREI: personale di terra e attivita' aeroportuali";"";"";"I";"";"2010";"Accordo di rinnovo";"";"I850";"08/07/2010";"";
"AEREI: personale di terra e attivita' aeroportuali";"";"31/12/2011";"I";"2011";"2010";"Testo definitivo";"";"I850";"08/07/2010";"SI";
"ALIMENTARISTI: Cooperative";"01/08/1991";"31/05/1995";"C";"1995";"1991";"Testo definitivo";"1991";"E016910";"08/08/1991";"";
"ENTI DI RICERCA";"01/01/1985";"31/12/1987";"C";"1987";"1987";"Testo definitivo";"1985";"S311870";"08/09/1987";"";
"UNIVERSITA'";"01/01/1985";"";"C";"";"1987";"Testo definitivo";"1985";"S331870";"08/09/1987";"";
"LAVORATORI AGRICOLI";"01/01/2012";"31/12/2015";"F";"2015";"2011";"Testo definitivo";"2012";"A055";"08/09/2011";"SI";
"FORMAZIONE E ORIENTAMENTO  SICUREZZA SUL LAVORO  QUALITA' E AMBIENTE (CONFIMEA)";"01/06/2011";"31/05/2015";"F";"2015";"2011";"Testo definitivo";"2011";"V257";"08/09/2011";"SI";
"GIORNALI (Edicole Rivendite Giornali)";"08/10/1985";"31/12/1988";"C";"1988";"1985";"Accordo di rinnovo";"1985";"G061850";"08/10/1985";"";
"MINISTERI";"";"";"C";"";"2003";"Verbale integrativo";"";"S001031";"08/10/2003";"";
"PIASTRELLE E REFRATTARI: Industrie";"01/07/2004";"30/06/2006";"C";"2006";"2004";"Economico 2. biennio";"2004";"B122040";"08/10/2004";"";
"ISTITUTI SOCIO-SANITARI-ASSISTENZIALI (AGIDAE)";"01/01/2004";"31/12/2005";"C";"2005";"2004";"Economico 2. biennio";"2004";"T111040";"08/10/2004";"";
"ALIMENTARISTI: Cooperative";"01/10/2009";"30/09/2012";"I";"2012";"2009";"Accordo di rinnovo";"2009";"E016";"08/10/2009";"SI";
"ALIMENTARISTI: Industrie (CICAS CEI CONFIMPRESA)";"";"";"C";"";"2010";"Verbale Integrativo";"";"E008";"08/10/2010";"";
"MARITTIMI: Uffici e Operai Societa' di Navigazione";"01/11/1991";"31/08/1994";"C";"1994";"1991";"Testo definitivo";"1991";"I5B3910";"08/11/1991";"";
"TABACCO: (Lavorazione del)";"01/09/1994";"31/08/1998";"C";"1998";"1994";"Testo definitivo";"1994";"E042940";"08/11/1994";"";
"TEATRI STABILI/ETI: Personale non Artistico";"01/01/2002";"31/12/2003";"C";"2003";"2002";"Economico 2. biennio";"2002";"G319020";"08/11/2002";"";
"ENTE POSTE ITALIANE (Poste Italiane spa)";"";"";"C";"";"2002";"Verbale integrativo";"";"T311020";"08/11/2002";"";
"Imprese Radiotelevisive Private";"08/11/2006";"31/12/2009";"C";"2009";"2006";"Testo definitivo";"2006";"G091060";"08/11/2006";"";
"GAS e ACQUA";"";"";"C";"";"2007";"Verbale Integrativo";"";"K321071";"08/11/2007";"";
"BANCARI: ABI (Quadri direttivi e aree professionali)";"08/12/2007";"31/12/2010";"C";"2010";"2007";"Accordo di rinnovo";"2007";"J241071";"08/12/2007";"";
"BANCARI: ABI (Quadri direttivi e aree professionali)";"08/12/2007";"31/12/2010";"F";"2010";"2007";"Testo definitivo";"2007";"J241";"08/12/2007";"";
"ENTI PUBBLICI NON ECONOMICI";"01/01/1985";"31/12/1987";"C";"1987";"1987";"Testo definitivo";"1985";"S511870";"09/01/1987";"";
"TEATRI STABILI/ETI: Personale non Artistico";"01/10/1987";"31/12/1990";"C";"1990";"1989";"Testo definitivo";"1987";"G319890";"09/01/1989";"";
"OLEARIA E MARGARINIERA: Industrie";"01/10/1996";"30/09/1998";"C";"1998";"1997";"Economico 2. biennio";"1996";"E052970";"09/01/1997";"";
"MINISTERI: Dirigenti";"01/01/1994";"31/12/1997";"C";"1997";"1997";"Testo definitivo";"1994";"S002940";"09/01/1997";"";
"MINISTERI: Dirigenti";"01/01/1994";"31/12/1997";"C";"1997";"1997";"Testo definitivo";"1994";"S002970";"09/01/1997";"";
"CNEL: Dirigenti";"01/01/2000";"31/12/2001";"C";"2001";"2002";"Economico 2. biennio";"2000";"S662020";"09/01/2002";"";
"SCUOLA: Comparto PUBBLICO";"01/01/1985";"31/12/1987";"C";"1987";"1987";"Testo definitivo";"1985";"S321870";"09/02/1987";"";
"METALMECCANICA: Artigiane";"01/07/1992";"30/06/1996";"C";"1996";"1993";"Accordo di rinnovo";"1992";"C015920";"09/02/1993";"";
"METALMECCANICA: Artigiane";"01/07/1992";"30/06/1996";"C";"1996";"1993";"Testo definitivo";"1992";"C015921";"09/02/1993";"";
"ALIMENTARISTI: P.M.I.";"01/01/1996";"31/12/1999";"C";"1999";"1996";"Accordo di rinnovo";"1996";"E018960";"09/02/1996";"";
"ALIMENTARISTI: P.M.I.";"01/01/1996";"31/12/1999";"C";"1999";"1996";"Testo definitivo";"1996";"E018961";"09/02/1996";"";
"Imprese Radiotelevisive Private";"01/01/1996";"31/12/1997";"C";"1997";"1996";"Economico 2. biennio";"1996";"G091960";"09/02/1996";"";
"CENTRALI DEL LATTE: Municipalizzate";"01/01/1998";"";"C";"";"1998";"Verbale integrativo";"1998";"E064980";"09/02/1998";"";
"EDILI: Cooperative di Produzione e Lavoro";"01/01/2000";"31/12/2003";"C";"2003";"2000";"Accordo di rinnovo";"2000";"F016000";"09/02/2000";"";
"EDILI: Cooperative di Produzione e Lavoro";"01/01/2000";"31/12/2003";"C";"2003";"2000";"Testo definitivo";"2000";"F016001";"09/02/2000";"";
"IPPICA: Dipendenti Societa' Corse dei Cavalli";"01/01/2000";"31/12/2001";"C";"2001";"2000";"Economico 2. biennio";"2000";"GI91000";"09/02/2000";"";
"PROPRIETARI FABBRICATI (Dipendenti)";"01/01/2005";"31/12/2006";"C";"2006";"2005";"Economico 2. biennio";"2005";"H400050";"09/02/2005";"";
"PROPRIETARI FABBRICATI (Dipendenti)";"";"";"C";"";"2005";"Verbale integrativo";"";"H400051";"09/02/2005";"";
"SANITA': Medici professionisti ambulatoriali";"";"31/12/2005";"I";"2005";"2005";"Accordo di rinnovo";"";"S271";"09/02/2005";"";
"MARITTIMI: Navi da Crociera";"01/01/1995";"31/12/1998";"C";"1998";"1995";"Accordo di rinnovo";"1995";"I641950";"09/03/1995";"";
"RADIO TELEVISIONE: Aziende private";"";"31/12/1999";"C";"1999";"1999";"Verbale integrativo";"";"G099990";"09/03/1999";"";
"FEDERCASA";"";"";"C";"";"1999";"Verbale integrativo";"";"T611990";"09/03/1999";"";
"ENTE POSTE ITALIANE:Dirigenti (Poste Italiane spa)";"01/01/1999";"31/12/2002";"C";"2002";"1999";"Testo definitivo";"1999";"T312990";"09/03/1999";"SI";
"SANITA': Medici di Medicina Generale";"01/01/1998";"31/12/2000";"C";"2000";"2000";"Testo definitivo";"1998";"S241000";"09/03/2000";"";
"SANITA': Medici specialisti ambulatoriali";"01/01/1998";"31/12/2000";"C";"2000";"2000";"Testo definitivo";"1998";"S261000";"09/03/2000";"SI";
"AEREI: Personale di Terra (Alitalia e AtiTech)";"01/01/2000";"31/12/2003";"C";"2003";"2001";"Accordo di rinnovo";"2000";"I853010";"09/03/2001";"";
"DIRIGENTI: P.M.I.";"";"";"C";"";"2001";"Verbale integrativo";"";"V022010";"09/03/2001";"";
"AGRICOLTURA: Aziende in conto terzi";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Testo definitivo";"2004";"A051040";"09/03/2004";"";
"IPPICA: Scuderie Cavalli da Corsa al Galoppo";"01/01/2004";"31/12/2005";"C";"2005";"2004";"Economico 2. biennio";"2004";"GI31040";"09/03/2004";"";
"GAS e ACQUA";"01/01/2006";"31/12/2009";"C";"2009";"2007";"Accordo di rinnovo";"2006";"K321070";"09/03/2007";"";
"EDILI: Artigiane";"";"";"C";"";"2010";"Verbale Integrativo";"";"F015";"09/03/2010";"";
"PESCA: Cooperative";"01/01/2009";"31/12/2010";"I";"2010";"2011";"Economico 2. biennio";"2009";"E076";"09/03/2011";"";
"GOMMA E PLASTICA: Industrie";"01/01/1998";"31/12/1999";"C";"1999";"1998";"Economico 2. biennio";"1998";"B371980";"09/04/1998";"";
"ELETTRICI: ENEL";"01/01/1998";"31/12/1998";"C";"1998";"1998";"Economico 2. biennio";"1998";"K031980";"09/04/1998";"";
"ELETTRICI: ENEL";"";"31/12/1998";"C";"1998";"1998";"Verbale integrativo";"";"K031982";"09/04/1998";"";
"ELETTRICI: ENEL";"01/01/1998";"31/12/1998";"C";"1998";"1998";"Verbale integrativo";"1998";"K031983";"09/04/1998";"";
"DIRIGENTI: Imprese Pubbliche Locali";"";"31/12/1999";"C";"1999";"1998";"Testo definitivo";"";"V042980";"09/04/1998";"";
"ISTITUTI PER IL SOSTENTAMENTO DEL CLERO";"01/06/1998";"31/05/2002";"C";"2002";"1999";"Testo definitivo";"1998";"V511990";"09/04/1999";"";
"PULIZIA: Igiene Urbana PRIVATE";"";"";"C";"";"2002";"Verbale integrativo";"";"K531020";"09/04/2002";"";
"OCCHIALI: Industrie";"01/01/2008";"31/12/2011";"C";"2011";"2008";"Testo definitivo";"2008";"D271";"09/04/2008";"";
"OCCHIALI: Industrie";"01/01/2008";"31/12/2011";"C";"2011";"2008";"Accordo di rinnovo";"2008";"D271080";"09/04/2008";"";
"Concessionari Servizi Tributi";"09/04/2008";"31/12/2010";"I";"2010";"2008";"Accordo di rinnovo";"2008";"J351";"09/04/2008";"SI";
"RAI";"01/01/1990";"30/04/1993";"C";"1993";"1990";"Testo definitivo";"1990";"G093900";"09/05/1990";"";
"RAI: Artisti (Prof. D'Orchestra  Artisti del coro...)";"01/01/1990";"30/04/1993";"C";"1993";"1990";"Testo definitivo";"1990";"G0B3900";"09/05/1990";"";
"ESERCIZI CINEMATOGRAFICI E CINEMA-TEATRALI";"01/09/1989";"28/02/1993";"C";"1993";"1990";"Testo definitivo";"1989";"G211900";"09/05/1990";"";
"ENERGIA PETROLIFERA E AFFINI: Aziende a PPSS";"01/05/1991";"31/12/1994";"C";"1994";"1991";"Accordo di rinnovo";"1991";"B253910";"09/05/1991";"";
"ENERGIA PETROLIFERA E AFFINI: Aziende a PPSS";"01/05/1991";"31/12/1994";"C";"1994";"1991";"Testo definitivo";"1991";"B253911";"09/05/1991";"";
"CARTARIE E CARTOTECNICHE: P.M.I.";"";"";"C";"";"1995";"Verbale integrativo";"";"G028950";"09/05/1995";"";
"UIL (Lavoratori Dipendenti)";"01/01/1995";"31/12/1998";"C";"1998";"1995";"Accordo di rinnovo";"1995";"TA11950";"09/05/1995";"";
"LEGNO  ARREDAMENTO: Artigiane";"01/05/1996";"31/12/1996";"C";"1996";"1996";"Economico 2. biennio";"1996";"F055960";"09/05/1996";"";
"AZIENDE AEROFOTOGRAMMETRICHE";"01/07/1999";"30/06/2003";"C";"2003";"2000";"Testo definitivo";"1999";"G501000";"09/05/2000";"";
"DIRIGENTI: Cooperative";"01/01/2002";"31/12/2003";"C";"2003";"2002";"Economico 2. biennio";"2002";"V032020";"09/05/2002";"";
"Imprese Radiotelevisive Private";"09/05/2003";"31/12/2005";"C";"2005";"2003";"Testo definitivo";"2003";"G091030";"09/05/2003";"";
"ORTOFRUTTA E AGRUMI (Import - Export )";"01/01/2003";"31/12/2006";"C";"2006";"2003";"Accordo di rinnovo";"2003";"H341030";"09/05/2003";"";
"ENTI LOCALI - REGIONI";"01/01/2004";"31/12/2005";"C";"2005";"2006";"Economico 2. biennio";"2004";"S101060";"09/05/2006";"";
"PIASTRELLE E REFRATTARI: Industrie";"";"";"C";"";"2008";"Verbale Integrativo";"";"B122";"09/05/2008";"";
"AUTOFERROTRANVIERI: Dirigenti";"01/01/1975";"31/12/1977";"C";"1977";"1975";"Testo definitivo";"1975";"I012750";"09/06/1975";"";
"AGENTI DI COMMERCIO (Sett. Commercio)";"01/07/1988";"30/06/1991";"C";"1991";"1988";"Testo definitivo";"1988";"H091880";"09/06/1988";"";
"SCUOLA: Comparto PUBBLICO";"01/01/1988";"";"C";"";"1988";"Testo definitivo";"1988";"S321880";"09/06/1988";"";
"CONSORZI di Bonifica: Quadri";"01/01/1998";"31/12/1999";"C";"1999";"1998";"Economico 2. biennio";"1998";"A121980";"09/06/1998";"";
"CONSORZI di Bonifica: Operai e Impiegati";"01/01/1998";"31/12/1999";"C";"1999";"1998";"Economico 2. biennio";"1998";"A131980";"09/06/1998";"";
"PELLI E SUCCEDANEI: P.M.I.";"01/01/2006";"31/03/2008";"C";"2008";"2006";"Economico 2. biennio";"2006";"D118060";"09/06/2006";"";
"SANITA': Dirigenti AVIS";"01/01/2006";"31/12/2009";"C";"2009";"2011";"Accordo di rinnovo";"2006";"T032";"09/06/2011";"SI";
"TESSILI ABBIGLIAMENTO: Industrie;TESSILI ABBIGLIAMENTO: Industrie";"01/07/1991";"30/06/1995";"C";"1995";"1991";"Accordo di rinnovo";"1991";"D011910";"09/07/1991";"";
"TESSILI CALZE E MAGLIE: Industrie";"01/07/1991";"30/06/1995";"C";"1995";"1991";"Testo definitivo";"1991";"D021910";"09/07/1991";"";
"TESSILI TESSITURA SETA  FTA E SINT.: Industrie";"01/07/1991";"30/06/1995";"C";"1995";"1991";"Testo definitivo";"1991";"D031910";"09/07/1991";"";
"TESSILI LANA  Feltro  Art.da Caccia: Industrie";"01/07/1991";"30/06/1995";"C";"1995";"1991";"Testo definitivo";"1991";"D041910";"09/07/1991";"";
"TESSILI SETA: Fil. Cascami  Trattura e Torcitura  Fil. Serica";"01/07/1991";"30/06/1995";"C";"1995";"1991";"Accordo di rinnovo";"1991";"D051910";"09/07/1991";"";
"TESSILI COTONE  CANAPA  LINO: Industrie";"01/07/1991";"30/06/1995";"C";"1995";"1991";"Testo definitivo";"1991";"D081910";"09/07/1991";"";
"TESSILI VARI: Industrie";"01/07/1991";"30/06/1995";"C";"1995";"1991";"Testo definitivo";"1991";"D0H1910";"09/07/1991";"";
"TESSILI TINTORIE  STAMPERIE  FINITURA: Industrie";"01/07/1991";"30/06/1995";"C";"1995";"1991";"Accordo di rinnovo";"1991";"D0I1910";"09/07/1991";"";
"METALMECCANICA: PP.SS.";"01/07/1994";"30/06/1998";"C";"1998";"1994";"Testo definitivo";"1994";"C013940";"09/07/1994";"";
"Imprese Radiotelevisive Private";"09/07/1994";"31/12/1997";"C";"1997";"1994";"Testo definitivo";"1994";"G091940";"09/07/1994";"";
"ASSICURAZIONI: Agenzie Medio-Piccole INA-ASSITALIA";"01/07/1996";"31/12/1998";"C";"1998";"1996";"Testo definitivo";"1996";"J171960";"09/07/1996";"";
"ELETTRICI: Municipalizzate";"01/01/1995";"31/12/1998";"C";"1998";"1996";"Testo definitivo";"1995";"K021961";"09/07/1996";"";
"FEDERCASA";"01/01/1998";"31/12/2001";"C";"2001";"1998";"Testo definitivo";"1998";"T611980";"09/07/1998";"";
"Imprese Radiotelevisive Private";"01/07/1999";"31/12/2001";"C";"2001";"1999";"Accordo di rinnovo";"1999";"G091990";"09/07/1999";"";
"Imprese Radiotelevisive Private";"01/07/1999";"31/12/2001";"C";"2001";"1999";"Testo definitivo";"1999";"G091991";"09/07/1999";"";
"SCUOLE: Licei Linguistici Privati";"01/09/2001";"31/08/2005";"C";"2005";"2001";"Testo definitivo";"2001";"T251010";"09/07/2001";"";
"IPPICA: Dipendenti Societa' Corse dei Cavalli";"01/07/2002";"";"C";"";"2002";"Accordo di rinnovo";"2002";"GI91020";"09/07/2002";"";
"GIORNALISTI";"01/03/2003";"28/02/2005";"C";"2005";"2003";"Economico 2. biennio";"2003";"G031030";"09/07/2003";"";
"STUDI Professionali";"";"";"C";"";"2003";"Verbale integrativo";"";"H442030";"09/07/2003";"";
"TELECOMUNICAZIONI";"01/01/2003";"31/12/2004";"C";"2004";"2003";"Economico 2. biennio";"2003";"K411031";"09/07/2003";"";
"SCUOLE (Formazione Professionale sistema regionale)";"";"31/08/2004";"C";"2004";"2003";"Verbale integrativo";"";"T261031";"09/07/2003";"";
"TESSILI SETA: Fil. Cascami  Trattura e Torcitura  Fil. Serica";"01/04/2008";"31/03/2012";"C";"2012";"2008";"Testo definitivo";"2008";"D051";"09/07/2008";"";
"TESSILI VARI: Industrie";"01/04/2008";"31/03/2012";"C";"2012";"2008";"Testo definitivo";"2008";"D0H1";"09/07/2008";"";
"OCCHIALI: Industrie";"";"";"C";"";"2008";"Verbale Integrativo";"";"D271";"09/07/2008";"";
"EDILI: Soci e Dipendenti Cooperative";"01/12/2008";"30/11/2010";"C";"2010";"2009";"Economico 2. biennio";"2008";"F01D";"09/07/2009";"";
"CENTRI DI ELABORAZIONE DATI: Cooperative";"01/08/2009";"31/07/2012";"F";"2012";"2009";"Testo definitivo";"2009";"H621";"09/07/2009";"SI";
"TESSILI ABBIGLIAMENTO: Industrie";"01/04/2010";"31/03/2013";"I";"2013";"2010";"Testo definitivo";"2010";"D014";"09/07/2010";"SI";
"INDUSTRIA TURISTICA";"01/01/2010";"30/04/2013";"I";"2013";"2010";"Accordo di rinnovo";"2010";"K452";"09/07/2010";"SI";
"UNIVERSITA'";"01/01/1998";"31/12/2001";"C";"2001";"2000";"Testo definitivo";"1998";"S331000";"09/08/2000";"";
"ORTOFRUTTA E AGRUMI (Import - Export )";"01/01/2007";"31/12/2010";"C";"2010";"2007";"Accordo di rinnovo";"2007";"H341070";"09/08/2007";"";
"SIAE (SOCIETA' ITALIANA AUTORI ED EDITORI)";"01/10/1992";"31/12/1993";"C";"1993";"1992";"Testo definitivo";"1992";"G411920";"09/09/1992";"";
"TELECOMUNICAZIONI";"01/01/1996";"31/12/1999";"C";"1999";"1996";"Testo definitivo";"1996";"K411960";"09/09/1996";"";
"FUNIVIE TERRESTRI ED AEREE";"";"";"C";"";"2003";"Verbale integrativo";"";"I911031";"09/09/2003";"";
"VETRO: Industrie";"30/08/2010";"31/08/2010";"C";"2010";"2008";"Verbale Integrativo";"2010";"B132";"09/09/2008";"";
"VETRO: Industrie";"30/08/2010";"31/08/2010";"C";"2010";"2008";"Verbale Integrativo";"2010";"B132";"09/09/2008";"";
"LAMPADE E VALVOLE TERMOJONICHE";"01/09/2008";"31/08/2010";"C";"2010";"2008";"Economico 2. biennio";"2008";"B142";"09/09/2008";"";
"LAMPADE E VALVOLE TERMOJONICHE";"01/09/2008";"31/08/2010";"C";"2010";"2008";"Economico 2. biennio";"2008";"B142";"09/09/2008";"";
"LAMPADE E VALVOLE TERMOJONICHE";"30/08/2010";"31/08/2010";"C";"2010";"2008";"Verbale Integrativo";"2010";"B142";"09/09/2008";"";
"LAMPADE E VALVOLE TERMOJONICHE";"30/08/2010";"31/08/2010";"C";"2010";"2008";"Verbale Integrativo";"2010";"B142";"09/09/2008";"";
"PARRUCCHIERI: Artigiane";"01/01/2005";"31/12/2008";"C";"2008";"2008";"Verbale Integrativo";"2005";"H515";"09/09/2008";"";
"AGENZIE FISCALI";"";"";"C";"";"2008";"Verbale Integrativo";"";"S431";"09/09/2008";"";
"AGENZIA E RAPPRESENTANZA SETTORE COMMERCIO (Cesac-Fisarc)";"01/10/2009";"30/09/2012";"I";"2012";"2009";"Testo definitivo";"2009";"H0F1";"09/09/2009";"SI";
"PESCA: Cooperative";"01/06/1991";"31/05/1993";"C";"1993";"1990";"Testo definitivo";"1991";"E076900";"09/10/1990";"";
"AGENTI IMMOBILIARI PROFESSIONALI E MANDATARI";"01/10/1991";"31/12/1993";"C";"1993";"1991";"Testo definitivo";"1991";"H0B1910";"09/10/1991";"";
"PORTUALI: Imprese per Operazioni Portuali Art. 196 R.C.N.";"01/09/1996";"31/12/1998";"C";"1998";"1996";"Accordo di rinnovo";"1996";"I5F1960";"09/10/1996";"";
"UNIVERSITA'";"";"";"C";"";"2001";"Verbale integrativo";"";"S331010";"09/10/2001";"";
"ENTI PUBBLICI NON ECONOMICI";"01/01/2002";"31/12/2005";"C";"2005";"2003";"Testo definitivo";"2002";"S511030";"09/10/2003";"";
"SERVIZI ASSISTENZIALI: Personale AIAS";"01/01/1994";"31/12/1997";"C";"1997";"1995";"Testo definitivo";"1994";"T161950";"09/11/1995";"";
"FEDERCULTURE: Dipendenti";"01/12/1999";"30/11/2003";"C";"2003";"1999";"Testo definitivo";"1999";"T711990";"09/11/1999";"";
"ESERCIZI CINEMATOGRAFICI E CINEMA-TEATRALI";"01/07/2000";"30/06/2002";"C";"2002";"2000";"Economico 2. biennio";"2000";"G211000";"09/11/2000";"";
"LOGISTICA  TRASPORTO MERCI E SPEDIZIONE";"01/01/2004";"31/12/2007";"C";"2007";"2006";"Accordo di rinnovo";"2004";"I100060";"09/11/2006";"";
"LOGISTICA  TRASPORTO MERCI E SPEDIZIONE";"01/01/2004";"31/12/2007";"C";"2007";"2006";"Testo definitivo";"2004";"I100061";"09/11/2006";"";
"BANCARI: Casse Rurali - Credito Cooperativo: Dirigenti (Cooperative)";"01/01/2006";"31/12/2007";"C";"2007";"2006";"Economico 2. biennio";"2006";"J282060";"09/11/2006";"";
"TURISMO E SERVIZI TURISTICI";"01/07/2011";"31/12/2013";"I";"2013";"2011";"Testo definitivo";"2011";"H049";"09/11/2011";"SI";
"Domestici Colf e Badanti";"01/07/2011";"31/12/2013";"I";"2013";"2011";"Testo definitivo";"2011";"H504";"09/11/2011";"SI";
"AEREI: Personale di Terra (Alitalia e AtiTech)";"";"31/12/1999";"C";"1999";"1997";"Verbale integrativo";"";"I853971";"09/12/1997";"";
"AGRICOLTURA: Aziende in conto terzi";"01/01/2000";"31/12/2003";"C";"2003";"1999";"Testo definitivo";"2000";"A051990";"09/12/1999";"";
"ENERGIA E PETROLIO";"01/01/2004";"31/12/2005";"C";"2005";"2003";"Economico 2. biennio";"2004";"B254030";"09/12/2003";"";
"ENERGIA E PETROLIO";"01/01/2004";"31/12/2005";"C";"2005";"2003";"Economico 2. biennio";"2004";"B254031";"09/12/2003";"";
"TEATRI: Personale Artistico";"01/01/2005";"31/12/2006";"C";"2006";"2004";"Testo definitivo";"2005";"G321040";"09/12/2004";"";
"AEREI: Compagnie Aeree Straniere (FAIRO)";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Accordo di rinnovo";"2004";"I859040";"09/12/2004";"";
